year,month,date,store_id,product_id,demand,price,revenue,rolling_3,lag_1,lag_2,growth_rate,recommendation
1958,December,1958-12-01,1,108,337,96.64706971350964,32570.062493452748,247.0,264.0,140.0,0.2765151515151516,Increase stock
1959,March,1959-03-01,1,108,406,16.879842664857783,6853.21612193226,335.6666666666667,337.0,264.0,0.20474777448071224,Increase stock
1949,June,1949-06-01,1,109,135,85.0896465800149,11487.102288302012,,,,,Monitor
1951,December,1951-12-01,1,109,166,59.100528961610266,9810.687807627304,,135.0,,0.22962962962962963,Increase stock
1953,March,1953-03-01,1,109,236,47.539496254500676,11219.32111606216,179.0,166.0,135.0,0.4216867469879517,Increase stock
1957,February,1957-02-01,1,109,301,10.32313532541689,3107.263732950484,234.33333333333334,236.0,166.0,0.27542372881355925,Increase stock
1950,February,1950-02-01,1,110,126,35.80692717937001,4511.6728246006205,,,,,Monitor
1954,July,1954-07-01,1,110,302,45.91053292181939,13864.980942389455,,126.0,,1.3968253968253967,Increase stock
1955,November,1955-11-01,1,110,237,96.87880745141403,22960.277365985126,221.66666666666666,302.0,126.0,-0.2152317880794702,Reduce inventory
1957,September,1957-09-01,1,110,404,68.76935922471765,27782.82112678593,314.3333333333333,237.0,302.0,0.7046413502109705,Increase stock
1957,December,1957-12-01,1,110,336,36.02281115402644,12103.664547752884,325.6666666666667,404.0,237.0,-0.16831683168316836,Reduce inventory
1960,March,1960-03-01,1,110,419,47.558966287920214,19927.20687463857,386.3333333333333,336.0,404.0,0.24702380952380953,Increase stock
1960,June,1960-06-01,1,110,535,92.85842463491255,49679.257179678214,430.0,419.0,336.0,0.27684964200477324,Increase stock
1951,September,1951-09-01,1,111,184,29.467786330841093,5422.072684874761,,,,,Monitor
1955,July,1955-07-01,1,111,364,83.62095651349503,30438.028170912192,,184.0,,0.9782608695652173,Increase stock
1949,April,1949-04-01,1,112,129,40.73826161478096,5255.2357483067435,,,,,Monitor
1950,March,1950-03-01,1,112,141,85.64399158084733,12075.802812899474,,129.0,,0.09302325581395343,Increase stock
1950,June,1950-06-01,1,112,149,80.77187367067434,12035.009176930476,139.66666666666666,141.0,129.0,0.05673758865248235,Increase stock
1958,February,1958-02-01,1,112,318,65.27464239431042,20757.33628139071,202.66666666666666,149.0,141.0,1.134228187919463,Increase stock
1959,December,1959-12-01,1,112,405,73.46523109717424,29753.418594355568,290.6666666666667,318.0,149.0,0.2735849056603774,Increase stock
1960,August,1960-08-01,1,112,606,61.66859301039025,37371.167364296496,443.0,405.0,318.0,0.49629629629629624,Increase stock
1951,April,1951-04-01,1,113,163,53.99377963499593,8800.986080504337,,,,,Monitor
1953,October,1953-10-01,1,113,211,92.96405957318319,19615.416569941655,,163.0,,0.29447852760736204,Increase stock
1958,January,1958-01-01,1,113,340,27.26713962226642,9270.827471570583,238.0,211.0,163.0,0.6113744075829384,Increase stock
1952,January,1952-01-01,1,114,171,10.292395296544852,1759.9995957091696,,,,,Monitor
1955,November,1955-11-01,1,114,237,65.31197298218633,15478.937596778162,,171.0,,0.38596491228070184,Increase stock
1955,December,1955-12-01,1,114,278,76.85935781214963,21366.901471777597,228.66666666666666,237.0,171.0,0.1729957805907174,Increase stock
1956,April,1956-04-01,1,114,313,31.06482334540318,9723.289707111195,276.0,278.0,237.0,0.12589928057553967,Increase stock
1956,September,1956-09-01,1,114,355,85.30620140749086,30283.701499659255,315.3333333333333,313.0,278.0,0.13418530351437696,Increase stock
1958,October,1958-10-01,1,114,359,91.99811616522918,33027.32370331728,342.3333333333333,355.0,313.0,0.011267605633802802,Monitor
1950,May,1950-05-01,1,115,125,63.220902099722345,7902.612762465293,,,,,Monitor
1950,November,1950-11-01,1,115,114,95.74164243830046,10914.547237966253,,125.0,,-0.08799999999999997,Reduce inventory
1953,April,1953-04-01,1,115,235,93.65624614141767,22009.217843233153,158.0,114.0,125.0,1.0614035087719298,Increase stock
1954,February,1954-02-01,1,115,188,29.67114093459168,5578.174495703236,179.0,235.0,114.0,-0.19999999999999996,Reduce inventory
1957,March,1957-03-01,1,115,356,14.650824405749844,5215.693488446945,259.6666666666667,188.0,235.0,0.8936170212765957,Increase stock
1957,October,1957-10-01,1,115,347,23.57435386008596,8180.300789449828,297.0,356.0,188.0,-0.0252808988764045,Reduce inventory
1957,December,1957-12-01,1,115,336,25.97616060187741,8727.98996223081,346.3333333333333,347.0,356.0,-0.03170028818443804,Reduce inventory
1958,November,1958-11-01,1,115,310,60.881539976990396,18873.27739286702,331.0,336.0,347.0,-0.07738095238095233,Reduce inventory
1960,December,1960-12-01,1,115,432,77.43197534637454,33450.6133496338,359.3333333333333,310.0,336.0,0.3935483870967742,Increase stock
1950,August,1950-08-01,1,116,170,77.0012075852129,13090.205289486192,,,,,Monitor
1952,June,1952-06-01,1,116,218,81.2002910498058,17701.663448857664,,170.0,,0.2823529411764707,Increase stock
1952,November,1952-11-01,1,116,172,83.54287660668851,14369.374776350423,186.66666666666666,218.0,170.0,-0.21100917431192656,Reduce inventory
1953,February,1953-02-01,1,116,196,66.06500655538841,12948.741284856127,195.33333333333334,172.0,218.0,0.13953488372093026,Increase stock
1956,October,1956-10-01,1,116,306,57.19179343813233,17500.688792068493,224.66666666666666,196.0,172.0,0.5612244897959184,Increase stock
1957,September,1957-09-01,1,116,404,83.74914141720043,33834.65313254898,302.0,306.0,196.0,0.3202614379084967,Increase stock
1958,September,1958-09-01,1,116,404,99.87595413247534,40349.885469520035,371.3333333333333,404.0,306.0,0.0,Reduce inventory
1959,February,1959-02-01,1,116,342,64.50738821093402,22061.526768139436,383.3333333333333,404.0,404.0,-0.1534653465346535,Reduce inventory
1960,May,1960-05-01,1,116,472,70.53852752023913,33294.18498955287,406.0,342.0,404.0,0.3801169590643274,Increase stock
1960,September,1960-09-01,1,116,508,36.74920694978789,18668.59713049225,440.6666666666667,472.0,342.0,0.07627118644067798,Increase stock
1960,December,1960-12-01,1,116,432,44.55405611594744,19247.352242089295,470.6666666666667,508.0,472.0,-0.14960629921259838,Reduce inventory
1949,November,1949-11-01,1,117,104,78.59574638805732,8173.957624357961,,,,,Monitor
1952,October,1952-10-01,1,117,191,21.554629883545488,4116.934307757188,,104.0,,0.8365384615384615,Increase stock
1953,March,1953-03-01,1,117,236,28.383871644411105,6698.593708081021,177.0,191.0,104.0,0.23560209424083767,Increase stock
1955,October,1955-10-01,1,117,274,52.278553705897,14324.323715415778,233.66666666666666,236.0,191.0,0.1610169491525424,Increase stock
1955,December,1955-12-01,1,118,278,78.10207909786196,21712.377989205626,,,,,Monitor
1957,January,1957-01-01,1,118,315,21.80633752070768,6868.996319022919,,278.0,,0.13309352517985618,Increase stock
1951,February,1951-02-01,1,119,150,42.039619516776185,6305.9429275164275,,,,,Monitor
1952,November,1952-11-01,1,119,172,44.95812395479055,7732.797320223975,,150.0,,0.14666666666666672,Increase stock
1953,April,1953-04-01,1,119,235,10.986006208437129,2581.711458982725,185.66666666666666,172.0,150.0,0.36627906976744184,Increase stock
1960,January,1960-01-01,1,119,417,75.87070511242075,31638.084031879454,274.6666666666667,235.0,172.0,0.774468085106383,Increase stock
1960,May,1960-05-01,1,119,472,29.225422341002538,13794.399344953197,374.6666666666667,417.0,235.0,0.1318944844124701,Increase stock
1950,April,1950-04-01,1,120,135,38.64990809128439,5217.737592323392,,,,,Monitor
1951,February,1951-02-01,1,120,150,11.120016462226266,1668.0024693339399,,135.0,,0.11111111111111116,Increase stock
1959,January,1959-01-01,1,120,360,66.72314776173957,24020.333194226245,215.0,150.0,135.0,1.4,Increase stock
1959,October,1959-10-01,1,120,407,36.61715757528454,14903.183133140807,305.6666666666667,360.0,150.0,0.13055555555555554,Increase stock
1950,July,1950-07-01,1,121,170,30.32321536068587,5154.946611316598,,,,,Monitor
1950,October,1950-10-01,1,121,133,97.08409128815642,12912.184141324804,,170.0,,-0.21764705882352942,Reduce inventory
1951,February,1951-02-01,1,121,150,23.913803217416707,3587.070482612506,151.0,133.0,170.0,0.1278195488721805,Increase stock
1951,August,1951-08-01,1,121,199,47.67558206641557,9487.4408312167,160.66666666666666,150.0,133.0,0.32666666666666666,Increase stock
1952,October,1952-10-01,1,121,191,89.55644252330046,17105.28052195039,180.0,199.0,150.0,-0.04020100502512558,Reduce inventory
1954,October,1954-10-01,1,121,229,81.88323489950227,18751.26079198602,206.33333333333334,191.0,199.0,0.19895287958115193,Increase stock
1955,January,1955-01-01,1,121,242,47.30262281502799,11447.234721236773,220.66666666666666,229.0,191.0,0.05676855895196509,Increase stock
1949,October,1949-10-01,1,122,119,39.64966474974467,4718.310105219616,,,,,Monitor
1950,October,1950-10-01,1,122,133,26.16968119130939,3480.567598444149,,119.0,,0.11764705882352944,Increase stock
1951,March,1951-03-01,1,122,178,62.51596808171633,11127.842318545507,143.33333333333334,133.0,119.0,0.33834586466165417,Increase stock
1954,May,1954-05-01,1,122,234,64.34884355157692,15057.629391069,181.66666666666666,178.0,133.0,0.3146067415730338,Increase stock
1960,July,1960-07-01,1,122,622,79.66475325313296,49551.4765234487,344.6666666666667,234.0,178.0,1.658119658119658,Increase stock
1960,September,1960-09-01,1,122,508,32.723999477018964,16623.791734325634,454.6666666666667,622.0,234.0,-0.18327974276527326,Reduce inventory
1949,May,1949-05-01,1,123,121,14.225254406653544,1721.2557832050788,,,,,Monitor
1950,November,1950-11-01,1,123,114,36.58122704756117,4170.259883421973,,121.0,,-0.05785123966942152,Reduce inventory
1951,August,1951-08-01,1,123,199,90.77310578624429,18063.848051462614,144.66666666666666,114.0,121.0,0.7456140350877194,Increase stock
1955,January,1955-01-01,1,123,242,60.205201326017956,14569.658720896345,185.0,199.0,114.0,0.2160804020100502,Increase stock
1959,April,1959-04-01,1,123,396,64.07935520383323,25375.42466071796,279.0,242.0,199.0,0.6363636363636365,Increase stock
1949,November,1949-11-01,1,124,104,62.74647649778058,6525.63355576918,,,,,Monitor
1950,February,1950-02-01,1,124,126,60.26935949828032,7593.939296783321,,104.0,,0.21153846153846145,Increase stock
1950,August,1950-08-01,1,124,170,94.51952753628795,16068.319681168952,133.33333333333334,126.0,104.0,0.3492063492063493,Increase stock
1951,December,1951-12-01,1,124,166,74.69139425151266,12398.771445751101,154.0,170.0,126.0,-0.02352941176470591,Reduce inventory
1952,September,1952-09-01,1,124,209,14.898532705643131,3113.7933354794145,181.66666666666666,166.0,170.0,0.25903614457831314,Increase stock
1957,December,1957-12-01,1,124,336,38.273194362949475,12859.793305951023,237.0,209.0,166.0,0.6076555023923444,Increase stock
1959,August,1959-08-01,1,124,559,25.69105332473069,14361.298808524454,368.0,336.0,209.0,0.6636904761904763,Increase stock
1959,October,1959-10-01,1,124,407,25.588938583295207,10414.698003401149,434.0,559.0,336.0,-0.27191413237924866,Reduce inventory
1950,May,1950-05-01,1,125,125,89.03591662359398,11129.489577949247,,,,,Monitor
1954,April,1954-04-01,1,125,227,59.29957399090865,13461.003295936263,,125.0,,0.8160000000000001,Increase stock
1956,March,1956-03-01,1,125,317,54.5699072288354,17298.66059154082,223.0,227.0,125.0,0.3964757709251101,Increase stock
1956,December,1956-12-01,1,125,306,24.51245378984325,7500.810859692035,283.3333333333333,317.0,227.0,-0.034700315457413256,Reduce inventory
1959,August,1959-08-01,1,125,559,23.282203016387314,13014.751486160509,394.0,306.0,317.0,0.826797385620915,Increase stock
1950,December,1950-12-01,1,126,140,76.74028230969333,10743.639523357066,,,,,Monitor
1952,October,1952-10-01,1,126,191,14.111287918748367,2695.255992480938,,140.0,,0.3642857142857143,Increase stock
1953,March,1953-03-01,1,126,236,25.35015524435527,5982.636637667844,189.0,191.0,140.0,0.23560209424083767,Increase stock
1953,April,1953-04-01,1,126,235,24.305775574691232,5711.857260052439,220.66666666666666,236.0,191.0,-0.004237288135593209,Reduce inventory
1957,October,1957-10-01,1,126,347,50.787479225660604,17623.25529130423,272.6666666666667,235.0,236.0,0.4765957446808511,Increase stock
1959,April,1959-04-01,1,126,396,90.10403944090395,35681.199618597966,326.0,347.0,235.0,0.1412103746397695,Increase stock
1950,May,1950-05-01,1,127,125,41.54401830065488,5193.00228758186,,,,,Monitor
1953,November,1953-11-01,1,127,180,20.32839917302411,3659.1118511443397,,125.0,,0.43999999999999995,Increase stock
1950,April,1950-04-01,1,128,135,12.115759862669933,1635.627581460441,,,,,Monitor
1951,August,1951-08-01,1,128,199,49.11963565735998,9774.807495814635,,135.0,,0.4740740740740741,Increase stock
1952,August,1952-08-01,1,128,242,46.54377282628457,11263.593023960864,192.0,199.0,135.0,0.2160804020100502,Increase stock
1953,February,1953-02-01,1,128,196,88.63113096672518,17371.701669478134,212.33333333333334,242.0,199.0,-0.1900826446280992,Reduce inventory
1956,March,1956-03-01,1,128,317,93.34644347635886,29590.822582005756,251.66666666666666,196.0,242.0,0.6173469387755102,Increase stock
1957,October,1957-10-01,1,128,347,31.22913184022995,10836.508748559792,286.6666666666667,317.0,196.0,0.09463722397476348,Increase stock
1957,December,1957-12-01,1,128,336,66.50927448383514,22347.116226568607,333.3333333333333,347.0,317.0,-0.03170028818443804,Reduce inventory
1959,January,1959-01-01,1,128,360,38.54421725104568,13875.918210376445,347.6666666666667,336.0,347.0,0.0714285714285714,Increase stock
1959,September,1959-09-01,1,128,463,97.421243833519,45106.035894919296,386.3333333333333,360.0,336.0,0.2861111111111112,Increase stock
1949,January,1949-01-01,1,129,112,61.353012239425446,6871.53737081565,,,,,Monitor
1952,October,1952-10-01,1,129,191,12.25751372723376,2341.1851219016485,,112.0,,0.7053571428571428,Increase stock
1957,February,1957-02-01,1,129,301,32.677051342052465,9835.792453957793,201.33333333333334,191.0,112.0,0.5759162303664922,Increase stock
1959,March,1959-03-01,1,129,406,42.36537185252075,17200.340972123424,299.3333333333333,301.0,191.0,0.34883720930232553,Increase stock
1959,April,1959-04-01,1,129,396,69.08072146500294,27355.965700141165,367.6666666666667,406.0,301.0,-0.024630541871921152,Reduce inventory
1960,May,1960-05-01,1,129,472,42.46277555776339,20042.43006326432,424.6666666666667,396.0,406.0,0.19191919191919182,Increase stock
1952,January,1952-01-01,1,130,171,59.88216647351377,10239.850466970855,,,,,Monitor
1957,May,1957-05-01,1,130,355,49.265507104721515,17489.255022176138,,171.0,,1.0760233918128654,Increase stock
1954,June,1954-06-01,1,131,264,95.9720697259432,25336.626407649004,,,,,Monitor
1955,August,1955-08-01,1,131,347,84.62153488596357,29363.672605429358,,264.0,,0.31439393939393945,Increase stock
1955,November,1955-11-01,1,131,237,79.24736450337042,18781.62538729879,282.6666666666667,347.0,264.0,-0.3170028818443804,Reduce inventory
1956,June,1956-06-01,1,131,374,79.41518780939953,29701.280240715423,319.3333333333333,237.0,347.0,0.5780590717299579,Increase stock
1957,January,1957-01-01,1,131,315,14.615775733709667,4603.969356118545,308.6666666666667,374.0,237.0,-0.15775401069518713,Reduce inventory
1950,January,1950-01-01,1,132,115,99.73735999377742,11469.796399284403,,,,,Monitor
1950,December,1950-12-01,1,132,140,98.89475575622069,13845.265805870897,,115.0,,0.21739130434782616,Increase stock
1952,May,1952-05-01,1,132,183,14.876797289632824,2722.4539040028067,146.0,140.0,115.0,0.30714285714285716,Increase stock
1956,January,1956-01-01,1,132,284,36.388399190669176,10334.305370150047,202.33333333333334,183.0,140.0,0.5519125683060109,Increase stock
1957,July,1957-07-01,1,132,465,49.7528570043133,23135.078507005685,310.6666666666667,284.0,183.0,0.6373239436619718,Increase stock
1950,June,1950-06-01,1,133,149,33.811649951340414,5037.935842749722,,,,,Monitor
1956,February,1956-02-01,1,133,277,31.338657358299614,8680.808088248992,,149.0,,0.8590604026845639,Increase stock
1956,August,1956-08-01,1,133,405,26.97663660423139,10925.537824713714,277.0,277.0,149.0,0.4620938628158844,Increase stock
1958,October,1958-10-01,1,133,359,92.25982023342694,33121.27546380027,347.0,405.0,277.0,-0.11358024691358026,Reduce inventory
1959,June,1959-06-01,1,133,472,48.968408091062756,23113.08861898162,412.0,359.0,405.0,0.3147632311977715,Increase stock
1950,September,1950-09-01,1,134,158,52.15711627466323,8240.824371396791,,,,,Monitor
1951,May,1951-05-01,1,134,172,33.76314503339543,5807.260945744014,,158.0,,0.08860759493670889,Increase stock
1953,August,1953-08-01,1,134,272,17.980550394538636,4890.709707314509,200.66666666666666,172.0,158.0,0.5813953488372092,Increase stock
1955,June,1955-06-01,1,134,315,50.18856462691739,15809.397857478978,253.0,272.0,172.0,0.15808823529411775,Increase stock
1955,August,1955-08-01,1,134,347,22.248883693708063,7720.362641716698,311.3333333333333,315.0,272.0,0.10158730158730167,Increase stock
1956,January,1956-01-01,1,134,284,83.41472820520504,23689.78281027823,315.3333333333333,347.0,315.0,-0.18155619596541783,Reduce inventory
1956,January,1956-01-01,1,134,284,45.38800614919988,12890.193746372766,305.0,284.0,347.0,0.0,Reduce inventory
1958,June,1958-06-01,1,134,435,53.9489591407698,23467.797226234863,334.3333333333333,284.0,284.0,0.5316901408450705,Increase stock
1949,January,1949-01-01,1,135,112,58.47696731719886,6549.420339526273,,,,,Monitor
1952,December,1952-12-01,1,135,194,76.48456823228348,14838.006237062995,,112.0,,0.7321428571428572,Increase stock
1954,October,1954-10-01,1,135,229,93.48213975242666,21407.410003305704,178.33333333333334,194.0,112.0,0.18041237113402064,Increase stock
1955,October,1955-10-01,1,135,274,67.05641392886089,18373.457416507885,232.33333333333334,229.0,194.0,0.19650655021834051,Increase stock
1959,May,1959-05-01,1,135,420,16.615759989607508,6978.619195635153,307.6666666666667,274.0,229.0,0.5328467153284671,Increase stock
1960,November,1960-11-01,1,135,390,35.29861527691035,13766.459957995035,361.3333333333333,420.0,274.0,-0.0714285714285714,Reduce inventory
1949,February,1949-02-01,1,136,118,22.551942092486552,2661.129166913413,,,,,Monitor
1951,April,1951-04-01,1,136,163,23.688364977812608,3861.203491383455,,118.0,,0.3813559322033899,Increase stock
1953,July,1953-07-01,1,136,264,92.86924825496722,24517.481539311346,181.66666666666666,163.0,118.0,0.6196319018404908,Increase stock
1957,April,1957-04-01,1,136,348,13.822832245082529,4810.3456212887195,258.3333333333333,264.0,163.0,0.3181818181818181,Increase stock
1958,March,1958-03-01,1,136,362,65.71129892832522,23787.49021205373,324.6666666666667,348.0,264.0,0.04022988505747116,Monitor
1958,March,1958-03-01,1,136,362,70.85473191210505,25649.41295218203,357.3333333333333,362.0,348.0,0.0,Reduce inventory
1959,June,1959-06-01,1,136,472,27.347630867714173,12908.08176956109,398.6666666666667,362.0,362.0,0.30386740331491713,Increase stock
1949,June,1949-06-01,1,137,135,93.22838222374473,12585.831600205538,,,,,Monitor
1950,December,1950-12-01,1,137,140,75.03941219757021,10505.51770765983,,135.0,,0.03703703703703698,Monitor
1953,August,1953-08-01,1,137,272,50.65401524117047,13777.892145598367,182.33333333333334,140.0,135.0,0.9428571428571428,Increase stock
1950,September,1950-09-01,1,138,158,21.792806590675504,3443.2634413267297,,,,,Monitor
1953,November,1953-11-01,1,138,180,51.56680494737479,9282.024890527462,,158.0,,0.139240506329114,Increase stock
1955,April,1955-04-01,1,138,269,73.62831348922234,19806.01632860081,202.33333333333334,180.0,158.0,0.49444444444444446,Increase stock
1958,April,1958-04-01,1,138,348,41.32711458301868,14381.8358748905,265.6666666666667,269.0,180.0,0.29368029739776946,Increase stock
1960,July,1960-07-01,1,138,622,21.238717553578837,13210.482318326036,413.0,348.0,269.0,0.7873563218390804,Increase stock
1951,January,1951-01-01,1,139,145,94.20053789934421,13659.07799540491,,,,,Monitor
1952,January,1952-01-01,1,139,171,62.959559051979994,10766.084597888579,,145.0,,0.17931034482758612,Increase stock
1952,October,1952-10-01,1,139,191,35.96567607351197,6869.444130040787,169.0,171.0,145.0,0.11695906432748537,Increase stock
1954,November,1954-11-01,1,139,203,51.05595145193821,10364.358144743457,188.33333333333334,191.0,171.0,0.06282722513089012,Increase stock
1955,January,1955-01-01,1,139,242,23.46827898958157,5679.32351547874,212.0,203.0,191.0,0.19211822660098532,Increase stock
1956,April,1956-04-01,1,139,313,54.10576480030128,16935.1043824943,252.66666666666666,242.0,203.0,0.29338842975206614,Increase stock
1960,January,1960-01-01,1,139,417,81.6871070232166,34063.52362868132,324.0,313.0,242.0,0.33226837060702885,Increase stock
1949,January,1949-01-01,1,140,112,77.78559463788343,8711.986599442946,,,,,Monitor
1956,March,1956-03-01,1,140,317,70.98419624061447,22501.990208274787,,112.0,,1.8303571428571428,Increase stock
1957,January,1957-01-01,1,140,315,30.184765421437845,9508.20110775292,248.0,317.0,112.0,-0.006309148264984188,Reduce inventory
1957,March,1957-03-01,1,140,356,53.58390262332131,19075.869333902385,329.3333333333333,315.0,317.0,0.13015873015873014,Increase stock
1957,March,1957-03-01,1,140,356,58.532126830629245,20837.437151704013,342.3333333333333,356.0,315.0,0.0,Reduce inventory
1959,February,1959-02-01,1,140,342,79.39523368778241,27153.169921221583,351.3333333333333,356.0,356.0,-0.0393258426966292,Reduce inventory
1949,June,1949-06-01,1,141,135,61.601987485010724,8316.268310476447,,,,,Monitor
1949,October,1949-10-01,1,141,119,53.76877672028797,6398.484429714268,,135.0,,-0.11851851851851847,Reduce inventory
1951,April,1951-04-01,1,141,163,14.18560996357252,2312.254424062321,139.0,119.0,135.0,0.3697478991596639,Increase stock
1951,December,1951-12-01,1,141,166,43.21647603724584,7173.93502218281,149.33333333333334,163.0,119.0,0.018404907975460016,Monitor
1952,October,1952-10-01,1,141,191,44.6438759846483,8526.980313067825,173.33333333333334,166.0,163.0,0.1506024096385543,Increase stock
1957,August,1957-08-01,1,141,467,40.0163586404752,18687.639485101918,274.6666666666667,191.0,166.0,1.4450261780104712,Increase stock
